lanskod;lan_namn;kommunkod;kommunnamn;tatortskod;tatort;area_ha;bef
6;Jönköping;683;Värnamo;T1712;Tånnö;41;201
13;Halland;1383;Varberg;T3982;Himle;50;277
8;Kalmar;821;Högsby;T2388;Ruda;127;652
6;Jönköping;683;Värnamo;T1428;Bor;164;1263
13;Halland;1382;Falkenberg;T3924;Fegen;70;235
6;Jönköping;683;Värnamo;T1736;Åminne;38;222
13;Halland;1383;Varberg;T3994;Hunnestad;82;259
6;Jönköping;662;Gislaved;T1440;Broaryd;70;284
8;Kalmar;861;Mönsterås;T2188;Fliseryd;138;716
6;Jönköping;662;Gislaved;T1652;Skeppshult;98;360
7;Kronoberg;760;Uppvidinge;T1948;Norrhult-Klavreström;279;1184
13;Halland;1382;Falkenberg;T4216;Ätran;65;400
8;Kalmar;821;Högsby;T2172;Fagerhult;86;219
13;Halland;1383;Varberg;T3942;Getterön;113;296
8;Kalmar;882;Oskarshamn;T2164;Emsfors;70;317
13;Halland;1382;Falkenberg;T4140;Ullared;111;699
6;Jönköping;683;Värnamo;T1472;Forsheda;170;1510
13;Halland;1383;Varberg;T4060;Rolfstorp;92;537
13;Halland;1383;Varberg;T4156;Varberg;2338;34248
7;Kronoberg;780;Växjö;T1908;Lammhult;186;1694
7;Kronoberg;760;Uppvidinge;T2036;Åseda;302;2557
6;Jönköping;683;Värnamo;T1564;Kärda;45;315
8;Kalmar;882;Oskarshamn;T2372;Påskallavik;117;1099
8;Kalmar;821;Högsby;T2264;Högsby;260;1923
13;Halland;1383;Varberg;T4130;Bläshammar och Trönningenäs;184;743
6;Jönköping;662;Gislaved;T1664;Smålandsstenar;516;4564
6;Jönköping;662;Gislaved;T1624;Reftele;186;1289
6;Jönköping;683;Värnamo;T1436;Bredaryd;220;1549
13;Halland;1383;Varberg;T4112;Tofta;154;486
13;Halland;1383;Varberg;T4100;Skällinge;75;636
13;Halland;1383;Varberg;T4154;Valinge;111;280
8;Kalmar;821;Högsby;T2200;Fågelfors;137;437
6;Jönköping;683;Värnamo;T1732;Värnamo;1191;19061
9;Gotland;980;Gotland;T2508;Havdhem;95;270
6;Jönköping;662;Gislaved;T1452;Burseryd;198;932
13;Halland;1383;Varberg;T4136;Tångaberg;199;965
13;Halland;1383;Varberg;T4114;Torpa;82;229
8;Kalmar;821;Högsby;T2108;Berga;145;713
8;Kalmar;885;Borgholm;T2324;Löttorp;394;562
6;Jönköping;683;Värnamo;T1572;Lanna;101;330
13;Halland;1383;Varberg;T4194;Årnäs;345;679
6;Jönköping;684;Sävsjö;T1636;Rörvik;118;582
13;Halland;1383;Varberg;T4204;Åsby;80;409
13;Halland;1382;Falkenberg;T4212;Älvsered;113;445
6;Jönköping;617;Gnosjö;T1556;Kulltorp;55;328
8;Kalmar;882;Oskarshamn;T2124;Bockara;101;356
13;Halland;1383;Varberg;T3912;Bua;235;2036
13;Halland;1383;Varberg;T4188;Väröbacka;150;765
9;Gotland;980;Gotland;T2512;Hemse;213;1668
13;Halland;1383;Varberg;T4160;Veddige;198;2260
6;Jönköping;662;Gislaved;T1400;Anderstorp;620;5076
8;Kalmar;882;Oskarshamn;T2360;Oskarshamn;1473;18287
13;Halland;1383;Varberg;T4024;Nordvära och Källstorp;120;241
6;Jönköping;617;Gnosjö;T1714;Törestorp;91;262
6;Jönköping;685;Vetlanda;T1752;Korsberga;116;731
6;Jönköping;684;Sävsjö;T1680;Stockaryd;159;1019
8;Kalmar;860;Hultsfred;T2464;Virserum;286;1769
6;Jönköping;662;Gislaved;T1484;Gislaved;685;10180
6;Jönköping;617;Gnosjö;T1508;Hillerstorp;242;1746
8;Kalmar;860;Hultsfred;T2348;Mörlunda;237;857
14;Västra Götaland;1465;Svenljunga;T4956;Mjöbäck;77;300
13;Halland;1383;Varberg;T4012;Kungsäter;95;361
9;Gotland;980;Gotland;T2540;Stånga;111;335
6;Jönköping;685;Vetlanda;T1606;Nye;56;202
13;Halland;1384;Kungsbacka;T3932;Frillesås;474;2832
14;Västra Götaland;1465;Svenljunga;T5164;Östra Frölunda;63;321
6;Jönköping;665;Vaggeryd;T1552;Klevshult;65;266
6;Jönköping;684;Sävsjö;T1728;Vrigstad;213;1461
8;Kalmar;860;Hultsfred;T2384;Rosenfors;73;267
14;Västra Götaland;1465;Svenljunga;T5168;Överlida;85;540
6;Jönköping;617;Gnosjö;T1488;Gnosjö;547;4528
6;Jönköping;685;Vetlanda;T1568;Landsbro;210;1438
8;Kalmar;882;Oskarshamn;T2176;Figeholm;107;730
6;Jönköping;685;Vetlanda;T1600;Myresjö;115;728
14;Västra Götaland;1463;Mark;T4880;Horred;156;1203
8;Kalmar;860;Hultsfred;T2336;Målilla;320;1348
8;Kalmar;882;Oskarshamn;T2204;Fårbo;85;498
13;Halland;1384;Kungsbacka;T3998;Kläppa;151;625
13;Halland;1384;Kungsbacka;T4200;Åsa;907;6084
6;Jönköping;684;Sävsjö;T1688;Sävsjö;452;5374
6;Jönköping;685;Vetlanda;T1560;Kvillsfors;92;488
14;Västra Götaland;1463;Mark;T5076;Torestorp;75;412
8;Kalmar;882;Oskarshamn;T2288;Kristdala;181;1016
13;Halland;1384;Kungsbacka;T3898;Röda holme;199;654
8;Kalmar;860;Hultsfred;T2276;Järnforsen;142;510
14;Västra Götaland;1463;Mark;T5172;Öxabäck;66;330
6;Jönköping;617;Gnosjö;T1604;Nissafors;50;273
14;Västra Götaland;1465;Svenljunga;T4876;Holsljunga;40;241
14;Västra Götaland;1452;Tranemo;T4708;Ambjörnarp;102;301
9;Gotland;980;Gotland;T2520;Klintehamn;292;1490
6;Jönköping;685;Vetlanda;T1520;Holsbybrunn;121;783
6;Jönköping;685;Vetlanda;T1644;Sjunnen;52;420
6;Jönköping;685;Vetlanda;T1724;Vetlanda;1078;13430
6;Jönköping;665;Vaggeryd;T1656;Skillingaryd;390;3965
6;Jönköping;662;Gislaved;T1504;Hestra;195;1327
13;Halland;1384;Kungsbacka;T3914;Buerås;91;754
14;Västra Götaland;1463;Mark;T4736;Björketorp;100;514
13;Halland;1384;Kungsbacka;T3930;Fjärås station;67;200
6;Jönköping;685;Vetlanda;T1620;Pauliström;60;220
6;Jönköping;685;Vetlanda;T1648;Skede;86;289
13;Halland;1384;Kungsbacka;T4224;Västra Hagen;289;1319
13;Halland;1384;Kungsbacka;T4110;Sätinge;118;338
14;Västra Götaland;1452;Tranemo;T5100;Uddebo;64;220
14;Västra Götaland;1463;Mark;T4724;Berghem;84;369
13;Halland;1384;Kungsbacka;T3928;Fjärås kyrkby;205;2385
14;Västra Götaland;1452;Tranemo;T4832;Grimsås;112;694
6;Jönköping;685;Vetlanda;T1456;Ekenässjön;214;1563
13;Halland;1384;Kungsbacka;T4054;Onsala;1323;12275
13;Halland;1384;Kungsbacka;T3956;Halla Heberg;410;1647
6;Jönköping;682;Nässjö;T1424;Bodafors;231;1957
8;Kalmar;860;Hultsfred;T2260;Hultsfred;552;5510
6;Jönköping;665;Vaggeryd;T1720;Vaggeryd;513;5122
14;Västra Götaland;1452;Tranemo;T5080;Tranemo;342;3224
6;Jönköping;665;Vaggeryd;T1516;Hok;89;658
14;Västra Götaland;1465;Svenljunga;T5060;Svenljunga;433;3592
13;Halland;1384;Kungsbacka;T4152;Vallda;565;3929
6;Jönköping;685;Vetlanda;T1420;Björköby;82;323
8;Kalmar;860;Hultsfred;T2456;Vena;86;394
13;Halland;1384;Kungsbacka;T3986;Hjälm;33;272
14;Västra Götaland;1452;Tranemo;T4988;Rosenlund;38;329
8;Kalmar;860;Hultsfred;T2400;Silverdalen;125;681
14;Västra Götaland;1463;Mark;T4912;Kinna;1863;15019
9;Gotland;980;Gotland;T2544;Tofta;502;627
14;Västra Götaland;1452;Tranemo;T4928;Limmared;163;1434
6;Jönköping;682;Nässjö;T1492;Grimstorp;49;341
13;Halland;1384;Kungsbacka;T3954;Hagryd-Dala;217;875
14;Västra Götaland;1463;Mark;T5064;Sätila;166;1210
14;Västra Götaland;1452;Tranemo;T4936;Ljungsarp;50;219
9;Gotland;980;Gotland;T2532;Romakloster;228;1198
14;Västra Götaland;1463;Mark;T4992;Rydal;69;415
8;Kalmar;884;Vimmerby;T2440;Tuna;42;212
6;Jönköping;682;Nässjö;T1584;Malmbäck;183;1087
6;Jönköping;682;Nässjö;T1676;Stensjön;80;244
14;Västra Götaland;1463;Mark;T4812;Fritsla;318;2307
14;Västra Götaland;1463;Mark;T4892;Hyssna;171;665
8;Kalmar;884;Vimmerby;T2412;Storebro;149;1011
6;Jönköping;665;Vaggeryd;T1426;Bondstorp;56;218
14;Västra Götaland;1465;Svenljunga;T5016;Sexdrega;123;802
13;Halland;1384;Kungsbacka;T3950;Gundal och Högås;167;631
14;Västra Götaland;1452;Tranemo;T4784;Dalstorp;141;734
14;Västra Götaland;1480;Göteborg;T4612;Vrångö;50;351
14;Västra Götaland;1452;Tranemo;T4940;Länghem;142;1086
6;Jönköping;686;Eksjö;T1588;Mariannelund;228;1503
6;Jönköping;682;Nässjö;T1476;Fredriksdal;62;305
14;Västra Götaland;1490;Borås;T4916;Kinnarumma;74;333
14;Västra Götaland;1463;Mark;T4450;Ubbhult norra;61;201
9;Gotland;980;Gotland;T2560;Västerhejde;90;372
6;Jönköping;686;Eksjö;T1512;Hjältevad;110;349
8;Kalmar;883;Västervik;T2256;Hjorted;65;326
8;Kalmar;883;Västervik;T2432;Totebo;47;237
6;Jönköping;686;Eksjö;T1540;Ingatorp;110;466
6;Jönköping;686;Eksjö;T1444;Bruzaholm;76;237
14;Västra Götaland;1481;Mölndal;T4410;Hällesåker;235;682
14;Västra Götaland;1480;Göteborg;T4332;Donsö;104;1446
6;Jönköping;686;Eksjö;T1528;Hult;60;459
14;Västra Götaland;1401;Härryda;T4334;Eskilsby och Snugga;87;251
14;Västra Götaland;1465;Svenljunga;T4868;Hillared;117;639
9;Gotland;980;Gotland;T2548;Vibble;358;1709
14;Västra Götaland;1490;Borås;T5120;Viskafors;397;3701
14;Västra Götaland;1401;Härryda;T4354;Hällingsjö;96;459
14;Västra Götaland;1480;Göteborg;T4588;Styrsö;178;1324
14;Västra Götaland;1490;Borås;T4716;Aplared;64;463
6;Jönköping;682;Nässjö;T1614;Ormaryd;63;216
6;Jönköping;682;Nässjö;T1608;Nässjö;1134;17719
14;Västra Götaland;1490;Borås;T4996;Rydboholm;116;993
14;Västra Götaland;1401;Härryda;T4544;Rävlanda;161;1522
14;Västra Götaland;1401;Härryda;T4570;Stora Bugärde;117;415
8;Kalmar;884;Vimmerby;T2460;Vimmerby;751;8037
6;Jönköping;686;Eksjö;T1460;Eksjö;807;10157
14;Västra Götaland;1491;Ulricehamn;T4852;Gällstad;96;536
14;Västra Götaland;1491;Ulricehamn;T5004;Rånnaväg;50;330
14;Västra Götaland;1401;Härryda;T4526;Nya Långenäs;33;339
14;Västra Götaland;1480;Göteborg;T4298;Asperö;38;398
14;Västra Götaland;1491;Ulricehamn;T5116;Vegby;93;575
14;Västra Götaland;1480;Göteborg;T4322;Brännö;193;918
9;Gotland;980;Gotland;T2552;Visby;1369;23402
6;Jönköping;680;Jönköping;T1692;Taberg;386;4486
6;Jönköping;682;Nässjö;T1740;Äng;50;278
14;Västra Götaland;1490;Borås;T4310;Bosnäs;100;425
14;Västra Götaland;1490;Borås;T4792;Dannike;77;437
8;Kalmar;884;Vimmerby;T2196;Frödinge;68;343
6;Jönköping;682;Nässjö;T1468;Forserum;195;2080
14;Västra Götaland;1443;Bollebygd;T4744;Bollebygd;336;3870
8;Kalmar;883;Västervik;T2104;Ankarsrum;169;1234
14;Västra Götaland;1443;Bollebygd;T4984;Olsfors;73;617
14;Västra Götaland;1491;Ulricehamn;T4888;Hulu;63;252
14;Västra Götaland;1401;Härryda;T4520;Mölnlycke;1191;17579
14;Västra Götaland;1407;Öckerö;T4348;Fotö;43;630
6;Jönköping;680;Jönköping;T1696;Tenhult;251;3112
14;Västra Götaland;1490;Borås;T4848;Gånghester och Målsryd;273;2533
14;Västra Götaland;1443;Bollebygd;T4884;Hultafors;73;333
9;Gotland;980;Gotland;T2506;Norra Visby;143;551
6;Jönköping;680;Jönköping;T1612;Barnarp och Odensjö;201;2646
6;Jönköping;680;Jönköping;T1742;Öggestorp;39;238
6;Jönköping;682;Nässjö;T1408;Anneberg;115;834
6;Jönköping;680;Jönköping;T1628;Ryd;58;200
14;Västra Götaland;1401;Härryda;T4542;Rya;95;365
6;Jönköping;682;Nässjö;T1668;Solberga;76;370
14;Västra Götaland;1401;Härryda;T4484;Landvetter;877;8839
9;Gotland;980;Gotland;T2556;Väskinde;44;337
8;Kalmar;883;Västervik;T2236;Gunnebo;139;1022
14;Västra Götaland;1402;Partille;T4631;Öjersjö;258;4394
14;Västra Götaland;1401;Härryda;T4424;Härryda;355;1146
14;Västra Götaland;1407;Öckerö;T4428;Hönö;338;5293
14;Västra Götaland;1490;Borås;T5008;Sandared, Sjömarken och Viared;968;6602
14;Västra Götaland;1490;Borås;T4780;Dalsjöfors;352;3606
8;Kalmar;884;Vimmerby;T2420;Södra Vi;156;1134
14;Västra Götaland;1401;Härryda;T4392;Hindås;493;2901
14;Västra Götaland;1491;Ulricehamn;T4948;Marbäck;71;475
14;Västra Götaland;1407;Öckerö;T4434;Kalvsund;25;208
14;Västra Götaland;1407;Öckerö;T4628;Öckerö;262;3568
9;Gotland;980;Gotland;T2538;Brissund och Själsö;228;397
9;Gotland;980;Gotland;T2536;Slite;152;946
14;Västra Götaland;1441;Lerum;T5176;Öxeryd;110;544
14;Västra Götaland;1490;Borås;T5156;Äspered;61;293
6;Jönköping;680;Jönköping;T1576;Lekeryd;78;788
9;Gotland;980;Gotland;T2564;Slite norra;72;527
14;Västra Götaland;1407;Öckerö;T4304;Björkö;103;1495
6;Jönköping;680;Jönköping;T1432;Bottnaryd;85;717
14;Västra Götaland;1480;Göteborg;T4510;Tumlehed;118;623
14;Västra Götaland;1407;Öckerö;T4420;Hälsö;59;586
14;Västra Götaland;1402;Partille;T4432;Jonsered;108;929
14;Västra Götaland;1402;Partille;T4464;Kåhög;54;871
9;Gotland;980;Gotland;T2542;Tingstäde;73;229
14;Västra Götaland;1490;Borås;T5012;Sandhult;59;563
8;Kalmar;883;Västervik;T2364;Piperskärr;97;579
8;Kalmar;883;Västervik;T2472;Västervik;1385;21178
14;Västra Götaland;1480;Göteborg;T4382;Helgered och Östergärde industriområde;136;633
14;Västra Götaland;1407;Öckerö;T4476;Källö-Knippla;34;331
14;Västra Götaland;1490;Borås;T4752;Borås;3081;71700
5;Östergötland;512;Ydre;T1228;Rydsnäs;86;282
14;Västra Götaland;1441;Lerum;T4582;Slätthult;64;231
8;Kalmar;884;Vimmerby;T2232;Gullringen;127;503
14;Västra Götaland;1480;Göteborg;T4302;Torslanda;1936;23088
14;Västra Götaland;1490;Borås;T5000;Rångedala;112;420
14;Västra Götaland;1443;Bollebygd;T5092;Töllsjö;65;409
14;Västra Götaland;1480;Göteborg;T4522;Nolvik;185;1373
14;Västra Götaland;1491;Ulricehamn;T5104;Ulricehamn;745;10629
6;Jönköping;680;Jönköping;T1554;Kortebo;111;512
6;Jönköping;680;Jönköping;T1544;Jönköping;4257;93797
14;Västra Götaland;1480;Göteborg;T4294;Angered;200;1062
14;Västra Götaland;1407;Öckerö;T4552;Rörö;57;262
14;Västra Götaland;1490;Borås;T4756;Bredared;61;313
14;Västra Götaland;1490;Borås;T4860;Hedared;76;361
5;Östergötland;512;Ydre;T1336;Österbymo;134;897
14;Västra Götaland;1480;Göteborg;T4574;Stenared;99;407
14;Västra Götaland;1480;Göteborg;T4528;Olofstorp;335;3746
14;Västra Götaland;1491;Ulricehamn;T4968;Nitta;51;360
14;Västra Götaland;1480;Göteborg;T4596;Säve;68;759
14;Västra Götaland;1441;Lerum;T5072;Tollered;80;920
9;Gotland;980;Gotland;T2528;Lärbro;75;423
6;Jönköping;680;Jönköping;T1486;Bosgård, Rudu och Gissebo;86;204
14;Västra Götaland;1480;Göteborg;T4368;Göteborg;21513;572799
14;Västra Götaland;1490;Borås;T4808;Fristad;731;5409
14;Västra Götaland;1441;Lerum;T4920;Lerum;2455;26913
14;Västra Götaland;1482;Kungälv;T4376;Kyrkeby och Nereby;90;260
14;Västra Götaland;1491;Ulricehamn;T4904;Hökerum;86;642
6;Jönköping;604;Aneby;T1404;Aneby;404;3496
6;Jönköping;680;Jönköping;T1548;Kaxholmen;152;1561
6;Jönköping;680;Jönköping;T1412;Bankeryd;676;8506
14;Västra Götaland;1491;Ulricehamn;T5068;Timmele;113;788
14;Västra Götaland;1489;Alingsås;T4386;Hemsjö;129;370
14;Västra Götaland;1441;Lerum;T4836;Gråbo;547;6021
14;Västra Götaland;1482;Kungälv;T4480;Kärna;81;604
14;Västra Götaland;1440;Ale;T5056;Surte;372;6003
6;Jönköping;680;Jönköping;T1660;Skärstad;47;433
14;Västra Götaland;1489;Alingsås;T4538;Hästeryd och Ryd;73;212
14;Västra Götaland;1489;Alingsås;T4908;Ingared;217;1703
14;Västra Götaland;1490;Borås;T4748;Borgstena;107;426
14;Västra Götaland;1489;Alingsås;T4634;Färgens östra strand;135;257
14;Västra Götaland;1441;Lerum;T4732;Björboholm;235;1036
14;Västra Götaland;1491;Ulricehamn;T4788;Dalum;78;651
14;Västra Götaland;1489;Alingsås;T4870;Hjälmared;47;266
8;Kalmar;883;Västervik;T2308;Loftahammar;129;435
14;Västra Götaland;1489;Alingsås;T5136;Västerbodarna;248;1123
8;Kalmar;883;Västervik;T2212;Gamleby;357;2758
6;Jönköping;643;Habo;T5284;Habo;602;7740
6;Jönköping;680;Jönköping;T1448;Ölmstad;77;401
6;Jönköping;604;Aneby;T1684;Sundhultsbrunn;46;301
9;Gotland;980;Gotland;T2504;Fårösund;285;829
14;Västra Götaland;1482;Kungälv;T4504;Marstrand;33;381
6;Jönköping;642;Mullsjö;T5380;Mullsjö;537;5584
14;Västra Götaland;1482;Kungälv;T4452;Kungälv;1462;24101
6;Jönköping;643;Habo;T5252;Furusjö;63;357
14;Västra Götaland;1482;Kungälv;T4536;Risby;76;218
6;Jönköping;604;Aneby;T1480;Frinnaryd;56;226
14;Västra Götaland;1482;Kungälv;T4506;Arvidsvik;69;862
14;Västra Götaland;1482;Kungälv;T4604;Tjuvkil;329;1013
14;Västra Götaland;1482;Kungälv;T4438;Rishammar;49;331
14;Västra Götaland;1491;Ulricehamn;T4740;Blidsberg;114;540
14;Västra Götaland;1441;Lerum;T5032;Sjövik;97;929
14;Västra Götaland;1482;Kungälv;T4458;Kareby och Ringby;56;237
5;Östergötland;512;Ydre;T1092;Hestra;79;458
14;Västra Götaland;1482;Kungälv;T4652;Rörtången och Ödsmåls mosse;167;470
14;Västra Götaland;1482;Kungälv;T4494;Lundby och Rogstorp;52;203
14;Västra Götaland;1482;Kungälv;T4648;Ödsmål och Åsebyberg;79;257
14;Västra Götaland;1482;Kungälv;T4328;Diseröd;118;1328
14;Västra Götaland;1419;Tjörn;T4572;Stora Dyrön;31;215
14;Västra Götaland;1440;Ale;T4976;Nödinge-Nol;852;11117
14;Västra Götaland;1489;Alingsås;T4700;Alingsås;1400;26329
14;Västra Götaland;1482;Kungälv;T4614;Solberga;74;224
14;Västra Götaland;1482;Kungälv;T4444;Kode;162;1605
14;Västra Götaland;1442;Vårgårda;T4402;Horla;64;209
14;Västra Götaland;1482;Kungälv;T4562;Duvesjön;46;296
14;Västra Götaland;1419;Tjörn;T4548;Rönnäng;250;1551
6;Jönköping;687;Tranås;T1496;Gripenberg;56;300
14;Västra Götaland;1491;Ulricehamn;T5088;Trädet;69;296
14;Västra Götaland;1419;Tjörn;T4440;Klädesholmen;29;367
6;Jönköping;642;Mullsjö;T5408;Sandhem;108;673
8;Kalmar;883;Västervik;T2488;Överum;164;1166
14;Västra Götaland;1440;Ale;T5152;Älvängen;415;4759
14;Västra Götaland;1419;Tjörn;T4308;Bleket;116;406
6;Jönköping;643;Habo;T5228;Fagerhult;78;307
14;Västra Götaland;1466;Herrljunga;T4712;Ljung och Annelund;176;1226
6;Jönköping;680;Jönköping;T1748;Örserum;72;356
14;Västra Götaland;1482;Kungälv;T5070;Aröd och Timmervik;263;873
14;Västra Götaland;1440;Ale;T5036;Skepplanda;152;1821
8;Kalmar;883;Västervik;T2156;Edsbruk;70;324
6;Jönköping;680;Jönköping;T1500;Gränna;187;2726
14;Västra Götaland;1499;Falköping;T5532;Åsarp;103;609
14;Västra Götaland;1419;Tjörn;T4326;Djupvik och Fagerfjäll;195;284
14;Västra Götaland;1440;Ale;T4704;Alvhem;85;322
6;Jönköping;687;Tranås;T1536;Hätte, Seglarvik och Sandvik;70;219
14;Västra Götaland;1482;Kungälv;T4558;Signehög och Norrmannebo;96;239
14;Västra Götaland;1419;Tjörn;T4560;Skärhamn;513;3495
14;Västra Götaland;1442;Vårgårda;T5162;Östadkulle;65;401
14;Västra Götaland;1499;Falköping;T5344;Kättilstorp;51;231
14;Västra Götaland;1415;Stenungsund;T4436;Jörlanda;342;1465
6;Jönköping;687;Tranås;T1700;Tranås;1019;14550
6;Jönköping;680;Jönköping;T1708;Tunnerstad;109;322
14;Västra Götaland;1415;Stenungsund;T4576;Stora Höga;278;2846
14;Västra Götaland;1442;Vårgårda;T5124;Vårgårda;507;5384
14;Västra Götaland;1462;Lilla Edet;T4944;Lödöse;180;1540
6;Jönköping;643;Habo;T1534;Rödån;122;272
14;Västra Götaland;1415;Stenungsund;T4618;Spekeröd;99;211
14;Västra Götaland;1419;Tjörn;T4468;Kållekärr;77;629
14;Västra Götaland;1489;Alingsås;T4502;Långared;121;264
14;Västra Götaland;1419;Tjörn;T4514;Höviksnäs;400;1750
14;Västra Götaland;1419;Tjörn;T4442;Klövedal;268;569
14;Västra Götaland;1462;Lilla Edet;T4978;Nygård;102;490
14;Västra Götaland;1499;Falköping;T5328;Kinnarp;147;962
14;Västra Götaland;1419;Tjörn;T4460;Kyrkesund;544;547
14;Västra Götaland;1466;Herrljunga;T4864;Herrljunga;379;3982
14;Västra Götaland;1419;Tjörn;T4516;Myggenäs;218;1460
14;Västra Götaland;1499;Falköping;T5508;Vartofta;67;529
14;Västra Götaland;1489;Alingsås;T4840;Gräfsnäs;100;393
14;Västra Götaland;1415;Stenungsund;T4578;Stenungsön;69;243
5;Östergötland;580;Linköping;T1296;Ulrika;35;204
14;Västra Götaland;1415;Stenungsund;T4606;Ucklum;128;531
14;Västra Götaland;1415;Stenungsund;T4568;Stenungsund;1225;13093
14;Västra Götaland;1489;Alingsås;T4530;Magra;60;208
14;Västra Götaland;1421;Orust;T4508;Mollösund;118;243
6;Jönköping;687;Tranås;T1672;Sommen;112;789
14;Västra Götaland;1498;Tidaholm;T5368;Madängsholm;64;411
14;Västra Götaland;1462;Lilla Edet;T4856;Göta;140;1002
5;Östergötland;561;Åtvidaberg;T1048;Falerum;79;236
5;Östergötland;513;Kinda;T1220;Rimforsa;273;2259
14;Västra Götaland;1489;Alingsås;T5044;Sollebrunn;191;1482
14;Västra Götaland;1499;Falköping;T5244;Floby;225;1562
14;Västra Götaland;1415;Stenungsund;T4595;Svartehallen;59;267
14;Västra Götaland;1499;Falköping;T5392;Odensberg;44;290
14;Västra Götaland;1489;Alingsås;T5052;Stora Mellby;73;349
14;Västra Götaland;1415;Stenungsund;T4630;Ödsmål;367;1414
14;Västra Götaland;1421;Orust;T4610;Varekil;160;912
14;Västra Götaland;1462;Lilla Edet;T4490;Lilla Edet västra;138;1446
14;Västra Götaland;1462;Lilla Edet;T4924;Lilla Edet;311;3772
14;Västra Götaland;1445;Essunga;T5312;Jonslund;75;304
14;Västra Götaland;1415;Stenungsund;T4598;Svenshögen;56;452
14;Västra Götaland;1488;Trollhättan;T5108;Upphärad;77;572
14;Västra Götaland;1470;Vara;T5512;Vedum;137;960
14;Västra Götaland;1421;Orust;T4592;Svanesund;361;1946
14;Västra Götaland;1498;Tidaholm;T5460;Tidaholm;600;8175
14;Västra Götaland;1499;Falköping;T5236;Falköping;890;17170
14;Västra Götaland;1470;Vara;T5346;Larv;79;231
5;Östergötland;560;Boxholm;T1040;Boxholm;451;3269
14;Västra Götaland;1445;Essunga;T5388;Nossebro;187;1884
14;Västra Götaland;1462;Lilla Edet;T4872;Hjärtum;57;385
14;Västra Götaland;1498;Tidaholm;T5220;Ekedalen;72;481
5;Östergötland;561;Åtvidaberg;T1328;Åtvidaberg;567;7014
14;Västra Götaland;1499;Falköping;T5472;Torbjörntorp;88;466
5;Östergötland;561;Åtvidaberg;T1012;Berg;54;291
5;Östergötland;580;Linköping;T1044;Brokind;69;499
5;Östergötland;563;Valdemarsvik;T1304;Valdemarsvik;265;2685
14;Västra Götaland;1488;Trollhättan;T5020;Sjuntorp;277;2213
14;Västra Götaland;1421;Orust;T4336;Ellös;221;1036
5;Östergötland;509;Ödeshög;T1332;Ödeshög;260;2554
14;Västra Götaland;1499;Falköping;T5264;Gudhem;41;429
5;Östergötland;580;Linköping;T1020;Bestorp;95;510
5;Östergötland;560;Boxholm;T1264;Strålsnäs;85;450
14;Västra Götaland;1445;Essunga;T5250;Främmestad;69;391
14;Västra Götaland;1488;Trollhättan;T5038;Velanda;83;592
14;Västra Götaland;1470;Vara;T5204;Arentorp;81;464
14;Västra Götaland;1470;Vara;T5476;Tråvad;88;451
14;Västra Götaland;1470;Vara;T5224;Emtunga;40;284
14;Västra Götaland;1484;Lysekil;T4360;Grundsund;141;647
14;Västra Götaland;1488;Trollhättan;T5128;Väne-Åsaka;60;327
5;Östergötland;509;Ödeshög;T1108;Hästholmen;47;328
5;Östergötland;563;Valdemarsvik;T1084;Gusum;127;1149
14;Västra Götaland;1485;Uddevalla;T4492;Ljungskile;399;3689
14;Västra Götaland;1499;Falköping;T5436;Stenstorp;169;1823
14;Västra Götaland;1485;Uddevalla;T4534;Strandskogen, Restenäs och Ulvesund;226;451
14;Västra Götaland;1470;Vara;T5500;Vara;331;4052
5;Östergötland;580;Linköping;T1200;Nykil;46;322
14;Västra Götaland;1421;Orust;T4384;Henån;470;2243
5;Östergötland;580;Linköping;T1238;Skeda udde;37;368
14;Västra Götaland;1484;Lysekil;T4340;Fiskebäckskil;72;262
14;Västra Götaland;1497;Hjo;T5332;Korsberga;55;222
5;Östergötland;561;Åtvidaberg;T1072;Grebo;115;1047
14;Västra Götaland;1497;Hjo;T5296;Hjo;497;6203
14;Västra Götaland;1470;Vara;T5336;Kvänum;175;1278
5;Östergötland;586;Mjölby;T1316;Väderstad;118;573
14;Västra Götaland;1421;Orust;T4426;Höggeröd;190;227
14;Västra Götaland;1485;Uddevalla;T4626;Sjöskogen och Strand;165;447
5;Östergötland;586;Mjölby;T1096;Hogstad;44;236
14;Västra Götaland;1484;Lysekil;T4496;Lysekil;471;7734
5;Östergötland;561;Åtvidaberg;T1024;Björsäter;73;411
5;Östergötland;580;Linköping;T1272;Sturefors;147;2228
14;Västra Götaland;1421;Orust;T4644;Vindön och Töllås;167;219
14;Västra Götaland;1470;Vara;T5440;Stora Levene;129;809
14;Västra Götaland;1470;Vara;T5316;Jung;96;384
5;Östergötland;563;Valdemarsvik;T1224;Ringarum;121;605
5;Östergötland;586;Mjölby;T1260;Spångsholm;49;374
5;Östergötland;586;Mjölby;T1180;Mjölby;869;12858
14;Västra Götaland;1488;Trollhättan;T5084;Trollhättan;2463;48573
14;Västra Götaland;1496;Skövde;T5524;Värsås;85;616
14;Västra Götaland;1485;Uddevalla;T4296;Ammenäs;148;563
14;Västra Götaland;1496;Skövde;T5424;Skultorp;286;3644
14;Västra Götaland;1444;Grästorp;T5260;Grästorp;246;2946
5;Östergötland;586;Mjölby;T1176;Mantorp;339;3781
14;Västra Götaland;1485;Uddevalla;T4632;Kristevik och Sundsandvik;142;382
