OBJECTID;AR;LANSKOD;AREA_HA;BEF;KOMMUNKOD;KOMMUNNAMN;TATORTSKOD;TATORT;LAN_NAMN
10620;2015;4;65;801;480;Nyköping;T0708;Bergshammar;Södermanland
10621;2015;4;80;598;480;Nyköping;T0780;Jönåker;Södermanland
10622;2015;4;80;1095;480;Nyköping;T0876;Svalsta;Södermanland
10623;2015;18;80;237;1882;Askersund;T6080;Olshammar;Örebro
10624;2015;4;58;436;480;Nyköping;T0736;Enstaberga;Södermanland
10625;2015;14;495;1877;1435;Tanum;T4356;Grebbestad;Västra Götaland
10626;2015;14;207;1774;1435;Tanum;T4600;Tanumshede;Västra Götaland
10627;2015;5;72;316;562;Finspång;T1164;Ljusfallshammar;Östergötland
10628;2015;5;45;242;581;Norrköping;T1232;Simonstorp;Östergötland
10629;2015;4;1490;32224;480;Nyköping;T0812;Nyköping;Södermanland
10630;2015;4;63;488;480;Nyköping;T0832;Sjösa;Södermanland
10631;2015;5;86;290;562;Finspång;T1080;Grytgöl;Östergötland
10632;2015;14;70;474;1493;Mariestad;T5364;Lyrestad;Västra Götaland
10633;2015;18;181;316;1882;Askersund;T6160;Zinkgruvan;Örebro
10634;2015;18;64;266;1882;Askersund;T5968;Hammar;Örebro
10635;2015;4;179;1949;480;Nyköping;T0856;Stigtomta;Södermanland
10636;2015;14;93;373;1473;Töreboda;T5536;Älgarås;Västra Götaland
10637;2015;14;172;746;1461;Mellerud;T5144;Åsensbruk;Västra Götaland
10638;2015;5;129;886;562;Finspång;T1216;Rejmyre;Östergötland
10639;2015;14;139;709;1460;Bengtsfors;T4768;Bäckefors;Västra Götaland
10640;2015;14;92;437;1493;Mariestad;T5412;Sjötorp;Västra Götaland
10641;2015;4;119;427;483;Katrineholm;T0720;Björkvik;Södermanland
10642;2015;5;39;227;562;Finspång;T1116;Igelfors;Östergötland
10643;2015;14;185;1254;1447;Gullspång;T5300;Hova;Västra Götaland
10644;2015;4;110;630;480;Nyköping;T0908;Vrena;Södermanland
10645;2015;4;106;869;480;Nyköping;T0888;Tystberga;Södermanland
10646;2015;18;202;443;1882;Askersund;T6168;Åmmeberg;Örebro
10647;2015;4;44;247;480;Nyköping;T0828;Runtuna;Södermanland
10648;2015;18;381;3997;1882;Askersund;T5904;Askersund;Örebro
10649;2015;18;85;234;1861;Hallsberg;T5984;Hjortkvarn;Örebro
10650;2015;4;172;244;488;Trosa;T0928;Öbolandet;Södermanland
10651;2015;4;53;351;483;Katrineholm;T0864;Strångsjö;Södermanland
10652;2015;4;70;366;482;Flen;T0712;Bettna;Södermanland
10653;2015;1;388;293;192;Nynäshamn;T0386;Oxnö och Svärdsö;Stockholm
10654;2015;18;71;279;1882;Askersund;T6104;Rönneshytta;Örebro
10655;2015;18;112;575;1860;Laxå;T5932;Finnerödja;Örebro
10656;2015;4;42;377;488;Trosa;T0910;Västerljung;Södermanland
10657;2015;4;610;5836;488;Trosa;T0884;Trosa;Södermanland
10658;2015;4;210;209;480;Nyköping;T0794;Kvegerö;Södermanland
10659;2015;14;350;2994;1438;Dals-Ed;T4796;Ed;Västra Götaland
10660;2015;1;711;14532;192;Nynäshamn;T0264;Nynäshamn;Stockholm
10661;2015;14;116;686;1447;Gullspång;T5396;Otterbäcken;Västra Götaland
10662;2015;4;75;525;483;Katrineholm;T0748;Forssjö;Södermanland
10663;2015;14;210;1407;1460;Bengtsfors;T4772;Dals Långed;Västra Götaland
10664;2015;14;37;205;1486;Strömstad;T4620;Stare;Västra Götaland
10665;2015;4;287;3397;488;Trosa;T0896;Vagnhärad;Södermanland
10666;2015;14;115;736;1486;Strömstad;T4556;Skee;Västra Götaland
10667;2015;1;51;695;192;Nynäshamn;T0340;Stora Vika;Stockholm
10668;2015;14;307;1568;1447;Gullspång;T5268;Gullspång;Västra Götaland
10669;2015;1;41;363;192;Nynäshamn;T0254;Lidatorp och Klövsta;Stockholm
10670;2015;18;419;3125;1860;Laxå;T6036;Laxå;Örebro
10671;2015;4;152;394;488;Trosa;T0898;Sund;Södermanland
10672;2015;14;60;346;1492;Åmål;T5096;Tösse;Västra Götaland
10673;2015;18;309;1321;1882;Askersund;T6172;Åsbro;Örebro
10674;2015;4;1179;23283;483;Katrineholm;T0784;Katrineholm;Södermanland
10675;2015;4;90;490;428;Vingåker;T0704;Baggetorp;Södermanland
10676;2015;14;466;7176;1486;Strömstad;T4584;Strömstad;Västra Götaland
10677;2015;14;173;340;1486;Strömstad;T4439;Kebal;Västra Götaland
10678;2015;14;160;1108;1460;Bengtsfors;T4728;Billingsfors;Västra Götaland
10679;2015;14;78;323;1492;Åmål;T4800;Fengersfors;Västra Götaland
10680;2015;1;210;3866;192;Nynäshamn;T0420;Ösmo;Stockholm
10681;2015;4;130;1485;483;Katrineholm;T0900;Valla;Södermanland
10682;2015;4;97;691;428;Vingåker;T0776;Högsjö;Södermanland
10683;2015;18;161;852;1861;Hallsberg;T6156;Vretstorp;Örebro
10684;2015;1;65;271;136;Haninge;T0238;Muskö;Stockholm
10685;2015;4;115;685;483;Katrineholm;T0844;Sköldinge;Södermanland
10686;2015;18;149;869;1861;Hallsberg;T6192;Östansjö;Örebro
10687;2015;1;168;1477;181;Södertälje;T0196;Hölö;Stockholm
10688;2015;4;53;372;428;Vingåker;T0802;Marmorbyn;Södermanland
10689;2015;1;118;1272;192;Nynäshamn;T0320;Sorunda;Stockholm
10690;2015;14;120;323;1460;Bengtsfors;T5040;Skåpafors;Västra Götaland
10691;2015;1;83;757;192;Nynäshamn;T0330;Segersäng;Stockholm
10692;2015;1;456;218;136;Haninge;T0258;Norra Muskö;Stockholm
10693;2015;18;32;233;1880;Örebro;T6012;Kilsmo;Örebro
10694;2015;1;128;277;192;Nynäshamn;T0226;Landfjärden;Stockholm
10695;2015;4;411;4548;428;Vingåker;T0904;Vingåker;Södermanland
10696;2015;18;157;1610;1861;Hallsberg;T6088;Pålsboda;Örebro
10697;2015;14;390;3125;1460;Bengtsfors;T4720;Bengtsfors;Västra Götaland
10698;2015;1;151;1089;181;Södertälje;T0244;Mölnbo;Stockholm
10699;2015;4;385;5772;461;Gnesta;T0752;Gnesta;Södermanland
10700;2015;4;65;207;482;Flen;T0836;Skebokvarn;Södermanland
10701;2015;4;116;838;461;Gnesta;T0724;Björnlunda;Södermanland
10702;2015;4;114;734;482;Flen;T0848;Sparreholm;Södermanland
10703;2015;4;110;270;482;Flen;T0822;Orrhammar;Södermanland
10704;2015;14;736;9373;1492;Åmål;T5140;Åmål;Västra Götaland
10705;2015;4;63;510;483;Katrineholm;T0716;Bie;Södermanland
10706;2015;1;46;255;181;Södertälje;T0344;Nibble;Stockholm
10707;2015;1;104;551;192;Nynäshamn;T0364;Grödby;Stockholm
10708;2015;18;960;8146;1861;Hallsberg;T5964;Hallsberg;Örebro
10709;2015;18;97;421;1860;Laxå;T5980;Hasselfors;Örebro
10710;2015;4;112;555;461;Gnesta;T0860;Stjärnhov;Södermanland
10711;2015;1;176;337;136;Haninge;T0430;Gansta och Söderby;Stockholm
10712;2015;4;82;505;482;Flen;T0804;Mellösa;Södermanland
10713;2015;1;406;6038;181;Södertälje;T0204;Järna;Stockholm
10714;2015;1;145;389;136;Haninge;T0434;Årsta Havsbad;Stockholm
10715;2015;18;143;811;1881;Kumla;T6164;Åbytorp;Örebro
10716;2015;18;89;456;1862;Degerfors;T6140;Svartå;Örebro
10717;2015;4;136;221;428;Vingåker;T0808;Läppe;Södermanland
10718;2015;1;47;465;181;Södertälje;T0428;Östra Kallfors;Stockholm
10719;2015;1;55;563;181;Södertälje;T0444;Kallfors;Stockholm
10720;2015;1;94;354;127;Botkyrka;T0298;Sibble;Stockholm
10721;2015;18;147;1079;1861;Hallsberg;T6112;Sköllersta;Örebro
10722;2015;18;134;306;1880;Örebro;T5974;Hampetorp;Örebro
10723;2015;4;142;2106;482;Flen;T0796;Malmköping;Södermanland
10724;2015;4;51;326;483;Katrineholm;T0924;Äsköping;Södermanland
10725;2015;1;162;522;136;Haninge;T0402;Väländan;Stockholm
10726;2015;18;60;249;1880;Örebro;T5900;Askersby;Örebro
10727;2015;18;1121;16663;1881;Kumla;T6020;Kumla;Örebro
10728;2015;18;147;534;1814;Lekeberg;T6056;Mullhyttan;Örebro
10729;2015;17;801;9150;1785;Säffle;T5840;Säffle;Värmland
10730;2015;17;83;296;1781;Kristinehamn;T5624;Bäckhammar;Värmland
10731;2015;18;99;461;1881;Kumla;T5920;Ekeby;Örebro
10732;2015;18;80;212;1814;Lekeberg;T6026;Gropen;Örebro
10733;2015;1;1036;17071;136;Haninge;T0404;Västerhaninge;Stockholm
10734;2015;4;216;1624;482;Flen;T0768;Hälleforsnäs;Södermanland
10735;2015;18;157;1378;1880;Örebro;T6076;Odensbacken;Örebro
10736;2015;1;106;2235;181;Södertälje;T0272;Pershagen;Stockholm
10737;2015;18;210;2160;1814;Lekeberg;T5936;Fjugesta;Örebro
10738;2015;1;478;10757;136;Haninge;T0200;Jordbro;Stockholm
10739;2015;1;112;242;126;Huddinge;T0406;Östorp och Ådran;Stockholm
10740;2015;1;149;2470;127;Botkyrka;T0396;Vårsta;Stockholm
10741;2015;17;134;485;1785;Säffle;T5832;Svanskog;Värmland
10742;2015;1;615;1849;136;Haninge;T0132;Dalarö;Stockholm
10743;2015;1;560;7327;140;Nykvarn;T0260;Nykvarn;Stockholm
10744;2015;18;102;801;1880;Örebro;T6116;Stora Mellösa;Örebro
10745;2015;1;56;2044;127;Botkyrka;T0282;Norra Riksten;Stockholm
10746;2015;1;141;640;126;Huddinge;T0178;Gladö kvarn;Stockholm
10747;2015;18;147;880;1880;Örebro;T6064;Norra Bro;Örebro
10748;2015;1;190;741;126;Huddinge;T0394;Vidja;Stockholm
10749;2015;1;57;220;140;Nykvarn;T0158;Finkarby;Stockholm
10750;2015;1;1944;40832;127;Botkyrka;T0372;Tumba;Stockholm
10751;2015;17;144;1237;1781;Kristinehamn;T5612;Björneborg;Värmland
10752;2015;1;2797;70777;181;Södertälje;T0356;Södertälje;Stockholm
10753;2015;1;90;236;140;Nykvarn;T0382;Stensättra tomtområde;Stockholm
10754;2015;18;788;7190;1862;Degerfors;T5916;Degerfors;Örebro
10755;2015;4;39;226;484;Eskilstuna;T0730;Bälgviken;Södermanland
10756;2015;18;424;2285;1814;Lekeberg;T6152;Vintrosa;Örebro
10757;2015;18;200;1531;1880;Örebro;T5924;Ekeby-Almby;Örebro
10758;2015;4;36;532;486;Strängnäs;T0798;Marielund;Södermanland
10759;2015;1;151;859;181;Södertälje;T0398;Viksäter och Viksberg;Stockholm
10760;2015;1;94;356;181;Södertälje;T0390;Vattubrinken;Stockholm
10761;2015;1;66;990;181;Södertälje;T0148;Ekeby;Stockholm
10762;2015;18;123;727;1880;Örebro;T6032;Latorpsbruk;Örebro
10763;2015;1;90;404;181;Södertälje;T0374;Tuna;Stockholm
10764;2015;4;59;405;484;Eskilstuna;T0700;Alberga;Södermanland
10765;2015;1;301;1206;120;Värmdö;T0234;Långvik;Stockholm
10766;2015;1;188;265;120;Värmdö;T0118;Grönskan, Vedhamn och Baldersnäs;Stockholm
10767;2015;4;181;278;486;Strängnäs;T0782;Kalkudden;Södermanland
10768;2015;4;280;2980;486;Strängnäs;T0912;Åkers styckebruk;Södermanland
10769;2015;4;271;3911;486;Strängnäs;T0800;Mariefred;Södermanland
10770;2015;17;87;416;1764;Grums;T5796;Segmon;Värmland
10771;2015;1;151;418;181;Södertälje;T0310;Sandviken;Stockholm
10772;2015;4;52;383;486;Strängnäs;T0806;Merlänna;Södermanland
10773;2015;4;145;1272;484;Eskilstuna;T0920;Ärla;Södermanland
10774;2015;1;57;223;125;Ekerö;T0246;Lurudden;Stockholm
10775;2015;4;100;917;484;Eskilstuna;T0756;Hållsta;Södermanland
10776;2015;1;384;723;120;Värmdö;T0314;Lugnet och Skälsmara;Stockholm
10777;2015;1;94;616;125;Ekerö;T0151;Ekerö sommarstad;Stockholm
10778;2015;18;173;1613;1880;Örebro;T5944;Garphyttan;Örebro
10779;2015;1;202;908;182;Nacka;T0436;Älgö;Stockholm
10780;2015;1;63;944;125;Ekerö;T0182;Parksidan och Solsidan;Stockholm
10781;2015;1;57;753;125;Ekerö;T0414;Älvnäs;Stockholm
10782;2015;18;143;321;1883;Karlskoga;T6146;Valåsen och Labbsand;Örebro
10783;2015;18;112;778;1880;Örebro;T5948;Glanshammar;Örebro
10784;2015;1;596;11505;125;Ekerö;T0150;Ekerö;Stockholm
10785;2015;1;70;349;125;Ekerö;T0266;Sundby;Stockholm
10786;2015;17;69;217;1761;Hammarö;T5790;Rud;Värmland
10787;2015;1;580;2302;120;Värmdö;T0166;Fågelvikshöjden;Stockholm
10788;2015;4;65;618;484;Eskilstuna;T0760;Hällberga;Södermanland
10789;2015;18;5064;115765;1880;Örebro;T6188;Örebro;Örebro
10790;2015;1;454;791;120;Värmdö;T0198;Norra Ingaröstrand och Skälsmara;Stockholm
10791;2015;1;97;8117;182;Nacka;T0156;Fisksätra;Stockholm
10792;2015;1;198;1180;120;Värmdö;T0120;Brunn;Stockholm
10793;2015;1;524;9477;182;Nacka;T0296;Saltsjöbaden;Stockholm
10794;2015;1;37;529;182;Nacka;T0192;Hästhagen;Stockholm
10795;2015;17;142;1010;1764;Grums;T5810;Slottsbron;Värmland
10796;2015;17;1401;18557;1781;Kristinehamn;T5720;Kristinehamn;Värmland
10797;2015;1;981;1784;120;Värmdö;T0324;Stavsnäs;Stockholm
10798;2015;17;25;277;1761;Hammarö;T5862;Vidöåsen;Värmland
10799;2015;18;158;2831;1880;Örebro;T5988;Hovsta;Örebro
10800;2015;1;710;2468;120;Värmdö;T0342;Strömma;Stockholm
10801;2015;19;45;265;1984;Arboga;T6220;Götlunda;Västmanland
10802;2015;1;251;799;125;Ekerö;T0378;Tureholm;Stockholm
10803;2015;17;1119;13605;1761;Hammarö;T5804;Skoghall;Värmland
10804;2015;1;47;348;125;Ekerö;T0140;Drottningholm;Stockholm
10805;2015;17;85;247;1761;Hammarö;T5850;Tye;Värmland
10806;2015;17;38;218;1781;Kristinehamn;T5888;Ölme;Värmland
10807;2015;1;343;3588;125;Ekerö;T0328;Stenhamra;Stockholm
10808;2015;18;2031;27490;1883;Karlskoga;T6008;Karlskoga;Örebro
10809;2015;1;457;597;120;Värmdö;T0438;Älvsala;Stockholm
10810;2015;1;55;278;120;Värmdö;T0122;Betsede;Stockholm
10811;2015;4;60;508;486;Strängnäs;T0772;Härad;Södermanland
10812;2015;1;90;861;182;Nacka;T0212;Kil;Stockholm
10813;2015;17;511;5040;1764;Grums;T5676;Grums;Värmland
10814;2015;4;222;1671;486;Strängnäs;T0852;Stallarholmen;Södermanland
10815;2015;17;71;519;1780;Karlstad;T5872;Väse;Värmland
10816;2015;4;161;270;486;Strängnäs;T0890;Husby och Tuna;Södermanland
10817;2015;18;63;543;1880;Örebro;T6184;Ölmbrotorp;Örebro
10818;2015;1;701;2280;120;Värmdö;T0214;Kopparmora;Stockholm
10819;2015;4;719;13693;486;Strängnäs;T0868;Strängnäs;Södermanland
10820;2015;1;627;1442;120;Värmdö;T0136;Djurö;Stockholm
10821;2015;1;95;333;120;Värmdö;T0250;Norra Lagnö;Stockholm
10822;2015;1;92;290;120;Värmdö;T0370;Koviksudde och Skeviksstrand;Stockholm
10823;2015;4;2980;67359;484;Eskilstuna;T0740;Eskilstuna;Södermanland
10824;2015;4;115;915;484;Eskilstuna;T0788;Kjulaås;Södermanland
10825;2015;1;74;447;120;Värmdö;T0418;Ängsvik;Stockholm
10826;2015;4;190;4983;484;Eskilstuna;T0842;Skiftinge;Södermanland
10827;2015;17;137;756;1780;Karlstad;T5596;Alster;Värmland
10828;2015;4;286;3323;484;Eskilstuna;T0764;Hällbybrunn;Södermanland
10829;2015;1;73;287;125;Ekerö;T0362;Söderby;Stockholm
10830;2015;1;39;384;162;Danderyd;T0368;Tranholmen;Stockholm
10831;2015;4;154;2324;486;Strängnäs;T0699;Abborrberget;Södermanland
10832;2015;17;52;211;1780;Karlstad;T5766;Norsbron;Värmland
10833;2015;19;774;10841;1984;Arboga;T6200;Arboga;Västmanland
10834;2015;1;1404;20774;120;Värmdö;T0172;Gustavsberg;Stockholm
10835;2015;1;93;284;125;Ekerö;T0230;Lilla Stenby;Stockholm
10836;2015;4;29;202;486;Strängnäs;T0902;Vansö kyrkby;Södermanland
10837;2015;17;322;2848;1780;Karlstad;T5864;Vålberg;Värmland
10838;2015;1;76;217;125;Ekerö;T0210;Hilleshögby;Stockholm
10839;2015;17;170;1979;1780;Karlstad;T5800;Skattkärr;Värmland
10840;2015;1;495;253;120;Värmdö;T0440;Norra Vindö;Stockholm
10841;2015;1;127;3037;186;Lidingö;T0332;Sticklinge udde;Stockholm
10842;2015;17;126;3287;1780;Karlstad;T5794;Älvåker och Råtorp;Värmland
10843;2015;17;2901;61492;1780;Karlstad;T5704;Karlstad;Värmland
10844;2015;17;455;3302;1765;Årjäng;T5884;Årjäng;Värmland
10845;2015;1;463;380;187;Vaxholm;T0432;Tynningö;Stockholm
10846;2015;19;512;5885;1960;Kungsör;T6256;Kungsör;Västmanland
10847;2015;17;32;237;1760;Storfors;T5722;Kyrksten;Värmland
10848;2015;1;180;708;125;Ekerö;T0218;Kungsberga;Stockholm
10849;2015;4;64;321;484;Eskilstuna;T0886;Tumbo;Södermanland
10850;2015;4;120;259;484;Eskilstuna;T0892;Udden;Södermanland
10851;2015;1;239;652;125;Ekerö;T0424;Ölsta;Stockholm
10852;2015;1;164;1100;187;Vaxholm;T0268;Rindö;Stockholm
10853;2015;19;78;693;1960;Kungsör;T6360;Valskog;Västmanland
10854;2015;1;181;4849;187;Vaxholm;T0392;Vaxholm;Stockholm
10855;2015;18;215;1475;1885;Lindesberg;T5928;Fellingsbro;Örebro
10856;2015;4;170;433;486;Strängnäs;T0722;Björktorp och Sanda;Södermanland
10857;2015;17;81;720;1780;Karlstad;T5652;Edsvalla;Värmland
10858;2015;1;41;904;187;Vaxholm;T0222;Kullö;Stockholm
10859;2015;19;50;212;1984;Arboga;T6272;Medåker;Västmanland
10860;2015;17;105;346;1780;Karlstad;T5648;Edsgatan och Långenäs;Värmland
10861;2015;1;103;290;187;Vaxholm;T0446;Skarpö;Stockholm
10862;2015;4;248;320;484;Eskilstuna;T0786;Kullersta, Kolsta och Hensta;Södermanland
10863;2015;17;33;237;1780;Karlstad;T5654;Edsvalla Övre bruket;Värmland
10864;2015;4;263;868;484;Eskilstuna;T0870;Sundbyholm;Södermanland
10865;2015;17;411;5444;1780;Karlstad;T5808;Skåre;Värmland
10866;2015;4;918;8928;484;Eskilstuna;T0880;Torshälla;Södermanland
10867;2015;1;349;3249;187;Vaxholm;T0276;Resarö;Stockholm
10868;2015;17;140;648;1780;Karlstad;T5860;Vallargärdet;Värmland
10869;2015;19;467;2179;1980;Västerås;T0792;Kvicksund;Västmanland
10870;2015;1;571;2136;117;Österåker;T0350;Svinninge;Stockholm
10871;2015;1;41;597;117;Österåker;T0292;Rydbo;Stockholm
10872;2015;17;27;493;1715;Kil;T5814;Östra Stenåsen;Värmland
10873;2015;1;129;295;160;Täby;T0114;Arninge;Stockholm
10874;2015;18;133;671;1884;Nora;T5960;Gyttorp;Örebro
10875;2015;1;108;410;117;Österåker;T0290;Täljö;Stockholm
10876;2015;1;435;10151;139;Upplands-Bro;T0220;Kungsängen;Stockholm
10877;2015;17;46;241;1763;Forshaga;T5634;Dyvelsten;Värmland
10878;2015;19;108;675;1980;Västerås;T6342;Tidö-Lindö;Västmanland
10879;2015;1;46;313;139;Upplands-Bro;T0286;Rättarboda;Stockholm
10880;2015;18;67;265;1885;Lindesberg;T6096;Rockhammar;Örebro
10881;2015;18;72;494;1884;Nora;T6176;Ås;Örebro
10882;2015;19;1015;18355;1983;Köping;T6268;Köping;Västmanland
10883;2015;18;142;753;1885;Lindesberg;T6148;Vedevåg;Örebro
10884;2015;17;72;449;1715;Kil;T5656;Fagerås;Värmland
10885;2015;1;23;480;117;Österåker;T0448;Spånlöt;Stockholm
10886;2015;18;601;6597;1884;Nora;T6060;Nora;Örebro
10887;2015;1;111;347;117;Österåker;T0326;Stava;Stockholm
10888;2015;1;224;3948;139;Upplands-Bro;T0124;Brunna;Stockholm
10889;2015;19;133;676;1961;Hallstahammar;T6328;Strömsholm;Västmanland
10890;2015;1;387;303;117;Österåker;T0270;Laggarsvik och Linanäs;Stockholm
10891;2015;1;76;619;117;Österåker;T0306;Nyhagen och Översättra;Stockholm
10892;2015;19;95;453;1983;Köping;T6280;Munktorp;Västmanland
10893;2015;19;119;277;1980;Västerås;T6260;Harkie;Västmanland
10894;2015;18;66;312;1884;Nora;T6124;Striberg;Örebro
10895;2015;17;290;2218;1760;Storfors;T5812;Storfors;Värmland
10896;2015;1;364;8266;139;Upplands-Bro;T0112;Bro;Stockholm
10897;2015;1;113;427;117;Österåker;T0302;Solberga;Stockholm
10898;2015;1;2460;32659;117;Österåker;T0408;Åkersberga;Stockholm
10899;2015;17;249;1221;1765;Årjäng;T5848;Töcksfors;Värmland
10900;2015;17;785;7627;1715;Kil;T5708;Kil;Värmland
10901;2015;17;555;6361;1763;Forshaga;T5664;Forshaga;Värmland
10902;2015;17;93;310;1784;Arvika;T5712;Klässbol;Värmland
10903;2015;19;47;305;1980;Västerås;T6270;Malmen;Västmanland
10904;2015;3;104;924;305;Håbo;T0618;Råby;Uppsala
10905;2015;19;143;1404;1980;Västerås;T6204;Barkarö;Västmanland
10906;2015;1;4546;139606;163;Sollentuna;T0384;Upplands Väsby och Sollentuna;Stockholm
10907;2015;19;42;474;1980;Västerås;T6382;Örtagården;Västmanland
10908;2015;3;18;311;305;Håbo;T0522;Vibyäng;Uppsala
10909;2015;19;213;2034;1961;Hallstahammar;T6244;Kolbäck;Västmanland
10910;2015;1;68;636;114;Upplands Väsby;T0236;Löwenströmska lasarettet;Stockholm
10911;2015;3;43;303;381;Enköping;T0588;Lillkyrka;Uppsala
10912;2015;17;95;207;1784;Arvika;T5672;Glava;Värmland
10913;2015;1;144;354;117;Österåker;T0334;Nolsjö och Mellansjö;Stockholm
10914;2015;19;103;1021;1980;Västerås;T6208;Dingtuna;Västmanland
10915;2015;1;308;647;117;Österåker;T0102;Bammarboda;Stockholm
10916;2015;17;118;334;1715;Kil;T5730;Högboda;Värmland
10917;2015;1;16;281;115;Vallentuna;T0202;Johannesudd;Stockholm
10918;2015;19;41;270;1961;Hallstahammar;T6340;Sörstafors;Västmanland
10919;2015;1;1700;31937;115;Vallentuna;T0388;Vallentuna;Stockholm
10920;2015;3;67;1220;305;Håbo;T0630;Skörby;Uppsala
10921;2015;1;55;853;115;Vallentuna;T0208;Karby;Stockholm
10922;2015;1;37;224;115;Vallentuna;T0116;Brottby;Stockholm
10923;2015;3;1022;13138;305;Håbo;T0520;Bålsta;Uppsala
10924;2015;19;282;2440;1983;Köping;T6248;Kolsva;Västmanland
10925;2015;1;162;657;139;Upplands-Bro;T0190;Håbo-Tibble kyrkby;Stockholm
10926;2015;17;250;1896;1780;Karlstad;T5756;Molkom;Värmland
10927;2015;17;99;204;1780;Karlstad;T5616;Blombacka;Värmland
10928;2015;1;268;1765;191;Sigtuna;T0284;Rosersberg;Stockholm
10929;2015;3;213;874;381;Enköping;T0612;Bredsand;Uppsala
10930;2015;19;199;2809;1980;Västerås;T6356;Irsta;Västmanland
10931;2015;3;34;235;381;Enköping;T0558;Haga;Uppsala
10932;2015;17;318;2702;1763;Forshaga;T5632;Deje;Värmland
10933;2015;17;190;788;1782;Filipstad;T5772;Nykroppa;Värmland
10934;2015;1;123;1146;115;Vallentuna;T0232;Lindholmen;Stockholm
10935;2015;19;822;10787;1961;Hallstahammar;T6224;Hallstahammar;Västmanland
10936;2015;3;76;994;381;Enköping;T0564;Hummelsta;Uppsala
10937;2015;3;121;525;305;Håbo;T0584;Krägga;Uppsala
10938;2015;3;112;1028;381;Enköping;T0544;Grillby;Uppsala
10939;2015;18;81;292;1885;Lindesberg;T5956;Gusselby;Örebro
10940;2015;1;532;9074;191;Sigtuna;T0300;Sigtuna;Stockholm
10941;2015;17;174;666;1784;Arvika;T5640;Edane;Värmland
10942;2015;1;39;1130;191;Sigtuna;T0380;Ölsta och Steningehöjden;Stockholm
10943;2015;19;4807;117746;1980;Västerås;T6376;Västerås;Västmanland
10944;2015;1;215;333;115;Vallentuna;T0142;Ekskogen, Älgeby och Långsjötorp;Stockholm
10945;2015;1;668;27034;191;Sigtuna;T0240;Märsta;Stockholm
10946;2015;3;1050;22553;381;Enköping;T0532;Enköping;Uppsala
10947;2015;1;177;336;188;Norrtälje;T0400;Sättra;Stockholm
10948;2015;1;60;277;115;Vallentuna;T0146;Ekskogen;Stockholm
10949;2015;1;48;240;191;Sigtuna;T0188;Granby;Stockholm
10950;2015;3;87;261;305;Håbo;T0570;Häggeby och Vreta;Uppsala
10951;2015;17;28;445;1784;Arvika;T5786;Prästängen;Värmland
10952;2015;19;57;420;1980;Västerås;T6348;Tortuna;Västmanland
10953;2015;19;180;2986;1980;Västerås;T6236;Hökåsen;Västmanland
10954;2015;19;22;235;1980;Västerås;T6266;Kärsta och Bredsdal;Västmanland
10955;2015;1;123;329;188;Norrtälje;T0278;Riala;Stockholm
10956;2015;1;254;572;188;Norrtälje;T0100;Bergshamra;Stockholm
10957;2015;1;230;690;188;Norrtälje;T0442;Hästängen och Mora;Stockholm
10958;2015;1;496;266;188;Norrtälje;T0126;Blidö;Stockholm
10959;2015;1;71;502;115;Vallentuna;T0224;Kårsta;Stockholm
10960;2015;19;163;2151;1980;Västerås;T6344;Tillberga;Västmanland
10961;2015;17;132;711;1784;Arvika;T5700;Jössefors;Värmland
10962;2015;19;34;206;1980;Västerås;T6262;Lycksta;Västmanland
10963;2015;3;53;378;305;Håbo;T0638;Söderskogen;Uppsala
10964;2015;17;1079;13926;1784;Arvika;T5604;Arvika;Värmland
10965;2015;17;125;375;1784;Arvika;T5820;Sulvik;Värmland
10966;2015;18;139;859;1863;Hällefors;T5952;Grythyttan;Örebro
10967;2015;18;476;1967;1885;Lindesberg;T6120;Storå;Örebro
10968;2015;3;165;1506;305;Håbo;T0626;Slottsskogen;Uppsala
10969;2015;17;592;6119;1782;Filipstad;T5660;Filipstad;Värmland
10970;2015;19;497;6270;1907;Surahammar;T6332;Surahammar;Västmanland
10971;2015;19;206;3378;1980;Västerås;T6324;Skultuna;Västmanland
10972;2015;3;56;243;330;Knivsta;T0658;Edeby;Uppsala
10973;2015;18;54;288;1885;Lindesberg;T6128;Stråssa;Örebro
10974;2015;17;234;669;1730;Eda;T5716;Koppom;Värmland
10975;2015;17;143;382;1766;Sunne;T5876;Västra Ämtervik;Värmland
10976;2015;17;71;249;1782;Filipstad;T5784;Persberg;Värmland
10977;2015;19;99;241;1980;Västerås;T6278;Munga;Västmanland
10978;2015;3;136;1302;381;Enköping;T0680;Örsundsbro;Uppsala
10979;2015;3;36;577;381;Enköping;T0682;Örsundsbro norra;Uppsala
10980;2015;3;416;7977;330;Knivsta;T0576;Knivsta;Uppsala
10981;2015;1;404;480;188;Norrtälje;T0322;Spillersboda;Stockholm
10982;2015;18;113;203;1885;Lindesberg;T6092;Ramsberg;Örebro
10983;2015;1;44;239;188;Norrtälje;T0164;Finsta;Stockholm
10984;2015;19;163;1333;1907;Surahammar;T6296;Ramnäs;Västmanland
10985;2015;3;112;907;381;Enköping;T0536;Fjärdhundra;Uppsala
10986;2015;3;310;3833;330;Knivsta;T0504;Alsike;Uppsala
10987;2015;1;345;4882;188;Norrtälje;T0280;Rimbo;Stockholm
10988;2015;17;207;1347;1730;Eda;T5880;Åmotfors;Värmland
10989;2015;18;534;4449;1863;Hällefors;T5996;Hällefors;Örebro
